name,X-CUASHI,Topic Category,EPSG code,Geography,,,,uri,Type/format,abstract,License
"GLDAS-1, 0.25 degree, 2005 July","Physical temperature, flux wind/evaporation/discharge, energy flux","Climatology, inland waters",4326,90,180,-90,-180,ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS/GLDAS_NOAH025_M.020/2005/GLDAS_NOAH025_M.A200507.020.grb,grib file (.grb),"This data set contains a series of land surface parameters simulated from the Noah 2.7.1 model in the Global Land Data Assimilation System (GLDAS). The data are in 0.25 degree resolution and range from 2000 to the present. The temporal resolution is monthly. This simulation was forced by combination of NOAA/GDAS atmospheric analysis fields, spatially and temporally disaggregated NOAA Climate Prediction Center Merged Analysis of Precipitation (CMAP) fields, and observation based downward shortwave and longwave radiation fields derived using the method of the Air Force Weather Agency's AGRicultural METeorological modeling system (AGRMET). The simulation was initialized on 1 January 1979 using soil moisture and other state fields from a GLDAS/Noah model climatology for that day of the year. WGRIB or other GRIB reader is required to read the files. The data set applies a user-defined parameter table to indicate the contents and parameter number. The GRIBTAB file (http://disc.sci.gsfc.nasa.gov/hydrology/grib_tabs/gribtab_GLDAS_NOAH.txt) shows a list of parameters for this data set, along with their Product Definition Section (PDS) IDs and units.For more information, please see the README Document at ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS_V1/README.GLDAS.pdf.        [ This document was provided by NASA's Global Change Master Directory. For more information on the source of this metadata please visit http://gcmd.nasa.gov/r/geoss/[GCMD]GES_DISC_GLDAS_NOAH025_M_V001 ]",Author Acknowledgment and  credits 
"GLDAS-1, 0.25 degree, 2005 August","Physical temperature, flux wind/evaporation/discharge, energy flux","Climatology, inland waters",4326,90,180,-90,-180,ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS/GLDAS_NOAH025_M.020/2005/GLDAS_NOAH025_M.A200508.020.grb,grib file (.grb),"This data set contains a series of land surface parameters simulated from the Noah 2.7.1 model in the Global Land Data Assimilation System (GLDAS). The data are in 0.25 degree resolution and range from 2000 to the present. The temporal resolution is monthly. This simulation was forced by combination of NOAA/GDAS atmospheric analysis fields, spatially and temporally disaggregated NOAA Climate Prediction Center Merged Analysis of Precipitation (CMAP) fields, and observation based downward shortwave and longwave radiation fields derived using the method of the Air Force Weather Agency's AGRicultural METeorological modeling system (AGRMET). The simulation was initialized on 1 January 1979 using soil moisture and other state fields from a GLDAS/Noah model climatology for that day of the year. WGRIB or other GRIB reader is required to read the files. The data set applies a user-defined parameter table to indicate the contents and parameter number. The GRIBTAB file (http://disc.sci.gsfc.nasa.gov/hydrology/grib_tabs/gribtab_GLDAS_NOAH.txt) shows a list of parameters for this data set, along with their Product Definition Section (PDS) IDs and units.For more information, please see the README Document at ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS_V1/README.GLDAS.pdf.        [ This document was provided by NASA's Global Change Master Directory. For more information on the source of this metadata please visit http://gcmd.nasa.gov/r/geoss/[GCMD]GES_DISC_GLDAS_NOAH025_M_V001 ]",Author Acknowledgment and  credits 
"GLDAS-1, 0.25 degree, 2005 September","Physical temperature, flux wind/evaporation/discharge, energy flux","Climatology, inland waters",4326,90,180,-90,-180,ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS/GLDAS_NOAH025_M.020/2005/GLDAS_NOAH025_M.A200509.020.grb,grib file (.grb),"This data set contains a series of land surface parameters simulated from the Noah 2.7.1 model in the Global Land Data Assimilation System (GLDAS). The data are in 0.25 degree resolution and range from 2000 to the present. The temporal resolution is monthly. This simulation was forced by combination of NOAA/GDAS atmospheric analysis fields, spatially and temporally disaggregated NOAA Climate Prediction Center Merged Analysis of Precipitation (CMAP) fields, and observation based downward shortwave and longwave radiation fields derived using the method of the Air Force Weather Agency's AGRicultural METeorological modeling system (AGRMET). The simulation was initialized on 1 January 1979 using soil moisture and other state fields from a GLDAS/Noah model climatology for that day of the year. WGRIB or other GRIB reader is required to read the files. The data set applies a user-defined parameter table to indicate the contents and parameter number. The GRIBTAB file (http://disc.sci.gsfc.nasa.gov/hydrology/grib_tabs/gribtab_GLDAS_NOAH.txt) shows a list of parameters for this data set, along with their Product Definition Section (PDS) IDs and units.For more information, please see the README Document at ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS_V1/README.GLDAS.pdf.        [ This document was provided by NASA's Global Change Master Directory. For more information on the source of this metadata please visit http://gcmd.nasa.gov/r/geoss/[GCMD]GES_DISC_GLDAS_NOAH025_M_V001 ]",Author Acknowledgment and  credits 
"GLDAS-1, 0.25 degree, 2005 October","Physical temperature, flux wind/evaporation/discharge, energy flux","Climatology, inland waters",4326,90,180,-90,-180,ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS/GLDAS_NOAH025_M.020/2005/GLDAS_NOAH025_M.A200510.020.grb,grib file (.grb),"This data set contains a series of land surface parameters simulated from the Noah 2.7.1 model in the Global Land Data Assimilation System (GLDAS). The data are in 0.25 degree resolution and range from 2000 to the present. The temporal resolution is monthly. This simulation was forced by combination of NOAA/GDAS atmospheric analysis fields, spatially and temporally disaggregated NOAA Climate Prediction Center Merged Analysis of Precipitation (CMAP) fields, and observation based downward shortwave and longwave radiation fields derived using the method of the Air Force Weather Agency's AGRicultural METeorological modeling system (AGRMET). The simulation was initialized on 1 January 1979 using soil moisture and other state fields from a GLDAS/Noah model climatology for that day of the year. WGRIB or other GRIB reader is required to read the files. The data set applies a user-defined parameter table to indicate the contents and parameter number. The GRIBTAB file (http://disc.sci.gsfc.nasa.gov/hydrology/grib_tabs/gribtab_GLDAS_NOAH.txt) shows a list of parameters for this data set, along with their Product Definition Section (PDS) IDs and units.For more information, please see the README Document at ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS_V1/README.GLDAS.pdf.        [ This document was provided by NASA's Global Change Master Directory. For more information on the source of this metadata please visit http://gcmd.nasa.gov/r/geoss/[GCMD]GES_DISC_GLDAS_NOAH025_M_V001 ]",Author Acknowledgment and  credits 
"GLDAS-1, 0.25 degree, 2005 November","Physical temperature, flux wind/evaporation/discharge, energy flux","Climatology, inland waters",4326,90,180,-90,-180,ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS/GLDAS_NOAH025_M.020/2005/GLDAS_NOAH025_M.A200511.020.grb,grib file (.grb),"This data set contains a series of land surface parameters simulated from the Noah 2.7.1 model in the Global Land Data Assimilation System (GLDAS). The data are in 0.25 degree resolution and range from 2000 to the present. The temporal resolution is monthly. This simulation was forced by combination of NOAA/GDAS atmospheric analysis fields, spatially and temporally disaggregated NOAA Climate Prediction Center Merged Analysis of Precipitation (CMAP) fields, and observation based downward shortwave and longwave radiation fields derived using the method of the Air Force Weather Agency's AGRicultural METeorological modeling system (AGRMET). The simulation was initialized on 1 January 1979 using soil moisture and other state fields from a GLDAS/Noah model climatology for that day of the year. WGRIB or other GRIB reader is required to read the files. The data set applies a user-defined parameter table to indicate the contents and parameter number. The GRIBTAB file (http://disc.sci.gsfc.nasa.gov/hydrology/grib_tabs/gribtab_GLDAS_NOAH.txt) shows a list of parameters for this data set, along with their Product Definition Section (PDS) IDs and units.For more information, please see the README Document at ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS_V1/README.GLDAS.pdf.        [ This document was provided by NASA's Global Change Master Directory. For more information on the source of this metadata please visit http://gcmd.nasa.gov/r/geoss/[GCMD]GES_DISC_GLDAS_NOAH025_M_V001 ]",Author Acknowledgment and  credits 
"GLDAS-1, 0.25 degree, 2005 December","Physical temperature, flux wind/evaporation/discharge, energy flux","Climatology, inland waters",4326,90,180,-90,-180,ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS/GLDAS_NOAH025_M.020/2005/GLDAS_NOAH025_M.A200512.020.grb,grib file (.grb),"This data set contains a series of land surface parameters simulated from the Noah 2.7.1 model in the Global Land Data Assimilation System (GLDAS). The data are in 0.25 degree resolution and range from 2000 to the present. The temporal resolution is monthly. This simulation was forced by combination of NOAA/GDAS atmospheric analysis fields, spatially and temporally disaggregated NOAA Climate Prediction Center Merged Analysis of Precipitation (CMAP) fields, and observation based downward shortwave and longwave radiation fields derived using the method of the Air Force Weather Agency's AGRicultural METeorological modeling system (AGRMET). The simulation was initialized on 1 January 1979 using soil moisture and other state fields from a GLDAS/Noah model climatology for that day of the year. WGRIB or other GRIB reader is required to read the files. The data set applies a user-defined parameter table to indicate the contents and parameter number. The GRIBTAB file (http://disc.sci.gsfc.nasa.gov/hydrology/grib_tabs/gribtab_GLDAS_NOAH.txt) shows a list of parameters for this data set, along with their Product Definition Section (PDS) IDs and units.For more information, please see the README Document at ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS_V1/README.GLDAS.pdf.        [ This document was provided by NASA's Global Change Master Directory. For more information on the source of this metadata please visit http://gcmd.nasa.gov/r/geoss/[GCMD]GES_DISC_GLDAS_NOAH025_M_V001 ]",Author Acknowledgment and  credits 
"GLDAS-1, 0.25 degree, 2006 January","Physical temperature, flux wind/evaporation/discharge, energy flux","Climatology, inland waters",4326,90,180,-90,-180,ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS/GLDAS_NOAH025_M.020/2006/GLDAS_NOAH025_M.A200601.020.grb,grib file (.grb),"This data set contains a series of land surface parameters simulated from the Noah 2.7.1 model in the Global Land Data Assimilation System (GLDAS). The data are in 0.25 degree resolution and range from 2000 to the present. The temporal resolution is monthly. This simulation was forced by combination of NOAA/GDAS atmospheric analysis fields, spatially and temporally disaggregated NOAA Climate Prediction Center Merged Analysis of Precipitation (CMAP) fields, and observation based downward shortwave and longwave radiation fields derived using the method of the Air Force Weather Agency's AGRicultural METeorological modeling system (AGRMET). The simulation was initialized on 1 January 1979 using soil moisture and other state fields from a GLDAS/Noah model climatology for that day of the year. WGRIB or other GRIB reader is required to read the files. The data set applies a user-defined parameter table to indicate the contents and parameter number. The GRIBTAB file (http://disc.sci.gsfc.nasa.gov/hydrology/grib_tabs/gribtab_GLDAS_NOAH.txt) shows a list of parameters for this data set, along with their Product Definition Section (PDS) IDs and units.For more information, please see the README Document at ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS_V1/README.GLDAS.pdf.        [ This document was provided by NASA's Global Change Master Directory. For more information on the source of this metadata please visit http://gcmd.nasa.gov/r/geoss/[GCMD]GES_DISC_GLDAS_NOAH025_M_V001 ]",Author Acknowledgment and  credits 
"GLDAS-1, 0.25 degree, 2006 February","Physical temperature, flux wind/evaporation/discharge, energy flux","Climatology, inland waters",4326,90,180,-90,-180,ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS/GLDAS_NOAH025_M.020/2006/GLDAS_NOAH025_M.A200602.020.grb,grib file (.grb),"This data set contains a series of land surface parameters simulated from the Noah 2.7.1 model in the Global Land Data Assimilation System (GLDAS). The data are in 0.25 degree resolution and range from 2000 to the present. The temporal resolution is monthly. This simulation was forced by combination of NOAA/GDAS atmospheric analysis fields, spatially and temporally disaggregated NOAA Climate Prediction Center Merged Analysis of Precipitation (CMAP) fields, and observation based downward shortwave and longwave radiation fields derived using the method of the Air Force Weather Agency's AGRicultural METeorological modeling system (AGRMET). The simulation was initialized on 1 January 1979 using soil moisture and other state fields from a GLDAS/Noah model climatology for that day of the year. WGRIB or other GRIB reader is required to read the files. The data set applies a user-defined parameter table to indicate the contents and parameter number. The GRIBTAB file (http://disc.sci.gsfc.nasa.gov/hydrology/grib_tabs/gribtab_GLDAS_NOAH.txt) shows a list of parameters for this data set, along with their Product Definition Section (PDS) IDs and units.For more information, please see the README Document at ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS_V1/README.GLDAS.pdf.        [ This document was provided by NASA's Global Change Master Directory. For more information on the source of this metadata please visit http://gcmd.nasa.gov/r/geoss/[GCMD]GES_DISC_GLDAS_NOAH025_M_V001 ]",Author Acknowledgment and  credits 
"GLDAS-1, 0.25 degree, 2006 March","Physical temperature, flux wind/evaporation/discharge, energy flux","Climatology, inland waters",4326,90,180,-90,-180,ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS/GLDAS_NOAH025_M.020/2006/GLDAS_NOAH025_M.A200603.020.grb,grib file (.grb),"This data set contains a series of land surface parameters simulated from the Noah 2.7.1 model in the Global Land Data Assimilation System (GLDAS). The data are in 0.25 degree resolution and range from 2000 to the present. The temporal resolution is monthly. This simulation was forced by combination of NOAA/GDAS atmospheric analysis fields, spatially and temporally disaggregated NOAA Climate Prediction Center Merged Analysis of Precipitation (CMAP) fields, and observation based downward shortwave and longwave radiation fields derived using the method of the Air Force Weather Agency's AGRicultural METeorological modeling system (AGRMET). The simulation was initialized on 1 January 1979 using soil moisture and other state fields from a GLDAS/Noah model climatology for that day of the year. WGRIB or other GRIB reader is required to read the files. The data set applies a user-defined parameter table to indicate the contents and parameter number. The GRIBTAB file (http://disc.sci.gsfc.nasa.gov/hydrology/grib_tabs/gribtab_GLDAS_NOAH.txt) shows a list of parameters for this data set, along with their Product Definition Section (PDS) IDs and units.For more information, please see the README Document at ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS_V1/README.GLDAS.pdf.        [ This document was provided by NASA's Global Change Master Directory. For more information on the source of this metadata please visit http://gcmd.nasa.gov/r/geoss/[GCMD]GES_DISC_GLDAS_NOAH025_M_V001 ]",Author Acknowledgment and  credits 
"GLDAS-1, 0.25 degree, 2006 April","Physical temperature, flux wind/evaporation/discharge, energy flux","Climatology, inland waters",4326,90,180,-90,-180,ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS/GLDAS_NOAH025_M.020/2006/GLDAS_NOAH025_M.A200604.020.grb,grib file (.grb),"This data set contains a series of land surface parameters simulated from the Noah 2.7.1 model in the Global Land Data Assimilation System (GLDAS). The data are in 0.25 degree resolution and range from 2000 to the present. The temporal resolution is monthly. This simulation was forced by combination of NOAA/GDAS atmospheric analysis fields, spatially and temporally disaggregated NOAA Climate Prediction Center Merged Analysis of Precipitation (CMAP) fields, and observation based downward shortwave and longwave radiation fields derived using the method of the Air Force Weather Agency's AGRicultural METeorological modeling system (AGRMET). The simulation was initialized on 1 January 1979 using soil moisture and other state fields from a GLDAS/Noah model climatology for that day of the year. WGRIB or other GRIB reader is required to read the files. The data set applies a user-defined parameter table to indicate the contents and parameter number. The GRIBTAB file (http://disc.sci.gsfc.nasa.gov/hydrology/grib_tabs/gribtab_GLDAS_NOAH.txt) shows a list of parameters for this data set, along with their Product Definition Section (PDS) IDs and units.For more information, please see the README Document at ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS_V1/README.GLDAS.pdf.        [ This document was provided by NASA's Global Change Master Directory. For more information on the source of this metadata please visit http://gcmd.nasa.gov/r/geoss/[GCMD]GES_DISC_GLDAS_NOAH025_M_V001 ]",Author Acknowledgment and  credits 
"GLDAS-1, 0.25 degree, 2006 May","Physical temperature, flux wind/evaporation/discharge, energy flux","Climatology, inland waters",4326,90,180,-90,-180,ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS/GLDAS_NOAH025_M.020/2006/GLDAS_NOAH025_M.A200605.020.grb,grib file (.grb),"This data set contains a series of land surface parameters simulated from the Noah 2.7.1 model in the Global Land Data Assimilation System (GLDAS). The data are in 0.25 degree resolution and range from 2000 to the present. The temporal resolution is monthly. This simulation was forced by combination of NOAA/GDAS atmospheric analysis fields, spatially and temporally disaggregated NOAA Climate Prediction Center Merged Analysis of Precipitation (CMAP) fields, and observation based downward shortwave and longwave radiation fields derived using the method of the Air Force Weather Agency's AGRicultural METeorological modeling system (AGRMET). The simulation was initialized on 1 January 1979 using soil moisture and other state fields from a GLDAS/Noah model climatology for that day of the year. WGRIB or other GRIB reader is required to read the files. The data set applies a user-defined parameter table to indicate the contents and parameter number. The GRIBTAB file (http://disc.sci.gsfc.nasa.gov/hydrology/grib_tabs/gribtab_GLDAS_NOAH.txt) shows a list of parameters for this data set, along with their Product Definition Section (PDS) IDs and units.For more information, please see the README Document at ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS_V1/README.GLDAS.pdf.        [ This document was provided by NASA's Global Change Master Directory. For more information on the source of this metadata please visit http://gcmd.nasa.gov/r/geoss/[GCMD]GES_DISC_GLDAS_NOAH025_M_V001 ]",Author Acknowledgment and  credits 
"GLDAS-1, 0.25 degree, 2006 June","Physical temperature, flux wind/evaporation/discharge, energy flux","Climatology, inland waters",4326,90,180,-90,-180,ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS/GLDAS_NOAH025_M.020/2006/GLDAS_NOAH025_M.A200606.020.grb,grib file (.grb),"This data set contains a series of land surface parameters simulated from the Noah 2.7.1 model in the Global Land Data Assimilation System (GLDAS). The data are in 0.25 degree resolution and range from 2000 to the present. The temporal resolution is monthly. This simulation was forced by combination of NOAA/GDAS atmospheric analysis fields, spatially and temporally disaggregated NOAA Climate Prediction Center Merged Analysis of Precipitation (CMAP) fields, and observation based downward shortwave and longwave radiation fields derived using the method of the Air Force Weather Agency's AGRicultural METeorological modeling system (AGRMET). The simulation was initialized on 1 January 1979 using soil moisture and other state fields from a GLDAS/Noah model climatology for that day of the year. WGRIB or other GRIB reader is required to read the files. The data set applies a user-defined parameter table to indicate the contents and parameter number. The GRIBTAB file (http://disc.sci.gsfc.nasa.gov/hydrology/grib_tabs/gribtab_GLDAS_NOAH.txt) shows a list of parameters for this data set, along with their Product Definition Section (PDS) IDs and units.For more information, please see the README Document at ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS_V1/README.GLDAS.pdf.        [ This document was provided by NASA's Global Change Master Directory. For more information on the source of this metadata please visit http://gcmd.nasa.gov/r/geoss/[GCMD]GES_DISC_GLDAS_NOAH025_M_V001 ]",Author Acknowledgment and  credits 
"GLDAS-1, 0.25 degree, 2006 July","Physical temperature, flux wind/evaporation/discharge, energy flux","Climatology, inland waters",4326,90,180,-90,-180,ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS/GLDAS_NOAH025_M.020/2006/GLDAS_NOAH025_M.A200607.020.grb,grib file (.grb),"This data set contains a series of land surface parameters simulated from the Noah 2.7.1 model in the Global Land Data Assimilation System (GLDAS). The data are in 0.25 degree resolution and range from 2000 to the present. The temporal resolution is monthly. This simulation was forced by combination of NOAA/GDAS atmospheric analysis fields, spatially and temporally disaggregated NOAA Climate Prediction Center Merged Analysis of Precipitation (CMAP) fields, and observation based downward shortwave and longwave radiation fields derived using the method of the Air Force Weather Agency's AGRicultural METeorological modeling system (AGRMET). The simulation was initialized on 1 January 1979 using soil moisture and other state fields from a GLDAS/Noah model climatology for that day of the year. WGRIB or other GRIB reader is required to read the files. The data set applies a user-defined parameter table to indicate the contents and parameter number. The GRIBTAB file (http://disc.sci.gsfc.nasa.gov/hydrology/grib_tabs/gribtab_GLDAS_NOAH.txt) shows a list of parameters for this data set, along with their Product Definition Section (PDS) IDs and units.For more information, please see the README Document at ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS_V1/README.GLDAS.pdf.        [ This document was provided by NASA's Global Change Master Directory. For more information on the source of this metadata please visit http://gcmd.nasa.gov/r/geoss/[GCMD]GES_DISC_GLDAS_NOAH025_M_V001 ]",Author Acknowledgment and  credits 
"GLDAS-1, 0.25 degree, 2006 August","Physical temperature, flux wind/evaporation/discharge, energy flux","Climatology, inland waters",4326,90,180,-90,-180,ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS/GLDAS_NOAH025_M.020/2006/GLDAS_NOAH025_M.A200608.020.grb,grib file (.grb),"This data set contains a series of land surface parameters simulated from the Noah 2.7.1 model in the Global Land Data Assimilation System (GLDAS). The data are in 0.25 degree resolution and range from 2000 to the present. The temporal resolution is monthly. This simulation was forced by combination of NOAA/GDAS atmospheric analysis fields, spatially and temporally disaggregated NOAA Climate Prediction Center Merged Analysis of Precipitation (CMAP) fields, and observation based downward shortwave and longwave radiation fields derived using the method of the Air Force Weather Agency's AGRicultural METeorological modeling system (AGRMET). The simulation was initialized on 1 January 1979 using soil moisture and other state fields from a GLDAS/Noah model climatology for that day of the year. WGRIB or other GRIB reader is required to read the files. The data set applies a user-defined parameter table to indicate the contents and parameter number. The GRIBTAB file (http://disc.sci.gsfc.nasa.gov/hydrology/grib_tabs/gribtab_GLDAS_NOAH.txt) shows a list of parameters for this data set, along with their Product Definition Section (PDS) IDs and units.For more information, please see the README Document at ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS_V1/README.GLDAS.pdf.        [ This document was provided by NASA's Global Change Master Directory. For more information on the source of this metadata please visit http://gcmd.nasa.gov/r/geoss/[GCMD]GES_DISC_GLDAS_NOAH025_M_V001 ]",Author Acknowledgment and  credits 
"GLDAS-1, 0.25 degree, 2006 September","Physical temperature, flux wind/evaporation/discharge, energy flux","Climatology, inland waters",4326,90,180,-90,-180,ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS/GLDAS_NOAH025_M.020/2006/GLDAS_NOAH025_M.A200609.020.grb,grib file (.grb),"This data set contains a series of land surface parameters simulated from the Noah 2.7.1 model in the Global Land Data Assimilation System (GLDAS). The data are in 0.25 degree resolution and range from 2000 to the present. The temporal resolution is monthly. This simulation was forced by combination of NOAA/GDAS atmospheric analysis fields, spatially and temporally disaggregated NOAA Climate Prediction Center Merged Analysis of Precipitation (CMAP) fields, and observation based downward shortwave and longwave radiation fields derived using the method of the Air Force Weather Agency's AGRicultural METeorological modeling system (AGRMET). The simulation was initialized on 1 January 1979 using soil moisture and other state fields from a GLDAS/Noah model climatology for that day of the year. WGRIB or other GRIB reader is required to read the files. The data set applies a user-defined parameter table to indicate the contents and parameter number. The GRIBTAB file (http://disc.sci.gsfc.nasa.gov/hydrology/grib_tabs/gribtab_GLDAS_NOAH.txt) shows a list of parameters for this data set, along with their Product Definition Section (PDS) IDs and units.For more information, please see the README Document at ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS_V1/README.GLDAS.pdf.        [ This document was provided by NASA's Global Change Master Directory. For more information on the source of this metadata please visit http://gcmd.nasa.gov/r/geoss/[GCMD]GES_DISC_GLDAS_NOAH025_M_V001 ]",Author Acknowledgment and  credits 
"GLDAS-1, 0.25 degree, 2006 October","Physical temperature, flux wind/evaporation/discharge, energy flux","Climatology, inland waters",4326,90,180,-90,-180,ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS/GLDAS_NOAH025_M.020/2006/GLDAS_NOAH025_M.A200610.020.grb,grib file (.grb),"This data set contains a series of land surface parameters simulated from the Noah 2.7.1 model in the Global Land Data Assimilation System (GLDAS). The data are in 0.25 degree resolution and range from 2000 to the present. The temporal resolution is monthly. This simulation was forced by combination of NOAA/GDAS atmospheric analysis fields, spatially and temporally disaggregated NOAA Climate Prediction Center Merged Analysis of Precipitation (CMAP) fields, and observation based downward shortwave and longwave radiation fields derived using the method of the Air Force Weather Agency's AGRicultural METeorological modeling system (AGRMET). The simulation was initialized on 1 January 1979 using soil moisture and other state fields from a GLDAS/Noah model climatology for that day of the year. WGRIB or other GRIB reader is required to read the files. The data set applies a user-defined parameter table to indicate the contents and parameter number. The GRIBTAB file (http://disc.sci.gsfc.nasa.gov/hydrology/grib_tabs/gribtab_GLDAS_NOAH.txt) shows a list of parameters for this data set, along with their Product Definition Section (PDS) IDs and units.For more information, please see the README Document at ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS_V1/README.GLDAS.pdf.        [ This document was provided by NASA's Global Change Master Directory. For more information on the source of this metadata please visit http://gcmd.nasa.gov/r/geoss/[GCMD]GES_DISC_GLDAS_NOAH025_M_V001 ]",Author Acknowledgment and  credits 
"GLDAS-1, 0.25 degree, 2006 November","Physical temperature, flux wind/evaporation/discharge, energy flux","Climatology, inland waters",4326,90,180,-90,-180,ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS/GLDAS_NOAH025_M.020/2006/GLDAS_NOAH025_M.A200611.020.grb,grib file (.grb),"This data set contains a series of land surface parameters simulated from the Noah 2.7.1 model in the Global Land Data Assimilation System (GLDAS). The data are in 0.25 degree resolution and range from 2000 to the present. The temporal resolution is monthly. This simulation was forced by combination of NOAA/GDAS atmospheric analysis fields, spatially and temporally disaggregated NOAA Climate Prediction Center Merged Analysis of Precipitation (CMAP) fields, and observation based downward shortwave and longwave radiation fields derived using the method of the Air Force Weather Agency's AGRicultural METeorological modeling system (AGRMET). The simulation was initialized on 1 January 1979 using soil moisture and other state fields from a GLDAS/Noah model climatology for that day of the year. WGRIB or other GRIB reader is required to read the files. The data set applies a user-defined parameter table to indicate the contents and parameter number. The GRIBTAB file (http://disc.sci.gsfc.nasa.gov/hydrology/grib_tabs/gribtab_GLDAS_NOAH.txt) shows a list of parameters for this data set, along with their Product Definition Section (PDS) IDs and units.For more information, please see the README Document at ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS_V1/README.GLDAS.pdf.        [ This document was provided by NASA's Global Change Master Directory. For more information on the source of this metadata please visit http://gcmd.nasa.gov/r/geoss/[GCMD]GES_DISC_GLDAS_NOAH025_M_V001 ]",Author Acknowledgment and  credits 
"GLDAS-1, 0.25 degree, 2006 December","Physical temperature, flux wind/evaporation/discharge, energy flux","Climatology, inland waters",4326,90,180,-90,-180,ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS/GLDAS_NOAH025_M.020/2006/GLDAS_NOAH025_M.A200612.020.grb,grib file (.grb),"This data set contains a series of land surface parameters simulated from the Noah 2.7.1 model in the Global Land Data Assimilation System (GLDAS). The data are in 0.25 degree resolution and range from 2000 to the present. The temporal resolution is monthly. This simulation was forced by combination of NOAA/GDAS atmospheric analysis fields, spatially and temporally disaggregated NOAA Climate Prediction Center Merged Analysis of Precipitation (CMAP) fields, and observation based downward shortwave and longwave radiation fields derived using the method of the Air Force Weather Agency's AGRicultural METeorological modeling system (AGRMET). The simulation was initialized on 1 January 1979 using soil moisture and other state fields from a GLDAS/Noah model climatology for that day of the year. WGRIB or other GRIB reader is required to read the files. The data set applies a user-defined parameter table to indicate the contents and parameter number. The GRIBTAB file (http://disc.sci.gsfc.nasa.gov/hydrology/grib_tabs/gribtab_GLDAS_NOAH.txt) shows a list of parameters for this data set, along with their Product Definition Section (PDS) IDs and units.For more information, please see the README Document at ftp://hydro1.sci.gsfc.nasa.gov/data/s4pa/GLDAS_V1/README.GLDAS.pdf.        [ This document was provided by NASA's Global Change Master Directory. For more information on the source of this metadata please visit http://gcmd.nasa.gov/r/geoss/[GCMD]GES_DISC_GLDAS_NOAH025_M_V001 ]",Author Acknowledgment and  credits 
