name,X-CUASHI,Topic Category,EPSG code,Geography,,,,uri,Type/format,abstract,License
TRMM 3BB24RT 2015-01-02 06:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010206.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-02 09:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010209.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-02 12:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010212.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-02 15:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010215.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-02 18:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010218.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-02 21:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010221.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-03 00:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010300.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-03 03:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010303.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-03 06:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010306.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-03 09:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010309.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-03 12:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010312.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-03 15:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010315.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-03 18:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010318.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-03 21:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010321.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-04 00:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010400.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-04 03:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010403.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-04 06:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010406.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-04 09:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010409.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-04 12:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010412.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-04 15:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010415.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-04 18:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010418.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-04 21:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010421.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-05 00:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010500.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-05 03:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010503.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-05 06:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010506.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-05 09:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010509.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-05 12:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010512.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-05 15:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010515.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-05 18:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010518.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-05 21:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010521.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-06 00:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010600.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-06 03:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010603.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-06 06:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010606.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-06 09:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010609.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-06 12:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010612.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-06 15:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010615.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-06 18:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010618.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-06 21:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010621.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-07 00:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010700.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-07 03:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010703.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-07 06:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010706.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-07 09:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010709.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-07 12:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010712.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-07 15:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010715.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-07 18:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010718.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-07 21:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010721.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-08 00:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010800.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-08 03:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010803.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-08 06:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010806.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-08 09:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010809.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-08 12:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010812.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
TRMM 3BB24RT 2015-01-08 15:00:00,Flux precipitation,Climatology/ Meteorology/ Atmosphere ,4326,"59,45","29,80","4,22","-61,03",ftp://trmmopen.gsfc.nasa.gov/pub/merged/3B42RT/2015/3B42RT.2015010815.7.bin.gz,gnu zip file,Tropical Rainfall Monitoring Mission is a multi satellite product. The 3B42RT 3-hourly provides near real time precipitation every 3 hours. The grid resolution is 30x30 km. ,Author Acknowledgment and  credits 
